gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,at,lt,teq,costat
001161,1990-12-31,1990,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,1111.6920,475.3880,,A
001161,1991-12-31,1991,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,1291.7580,508.4020,,A
001161,1992-12-31,1992,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,1448.0950,401.3550,,A
001161,1993-12-31,1993,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,1929.2310,576.9600,,A
001161,1994-12-31,1994,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,2445.7020,710.4370,,A
001161,1995-12-31,1995,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,3031.2680,931.1400,,A
001161,1996-12-31,1996,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,3145.2830,1123.4050,,A
001161,1997-12-31,1997,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,3515.2710,1485.7280,,A
001161,1998-12-31,1998,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,4252.9680,2247.9190,,A
001161,1999-12-31,1999,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,4377.6980,2398.4250,,A
001161,2000-12-31,2000,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,5767.7350,2596.0680,,A
001161,2001-12-31,2001,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,5647.2420,2092.1870,,A
001161,2002-12-31,2002,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,5619.1810,3151.9160,2467.2650,A
001161,2003-12-31,2003,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,7094.3450,3938.3950,2438.3100,A
001161,2004-12-31,2004,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,7844.2100,3993.5160,3010.0530,A
001161,2005-12-31,2005,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,7287.7790,3700.9540,3351.8370,A
001161,2006-12-31,2006,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,13147.0000,7072.0000,5785.0000,A
001161,2007-12-31,2007,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,11550.0000,8295.0000,2990.0000,A
001161,2008-12-31,2008,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,7675.0000,7588.0000,-82.0000,A
001161,2009-12-31,2009,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,9078.0000,7354.0000,648.0000,A
001161,2010-12-31,2010,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,4964.0000,3951.0000,1013.0000,A
001161,2011-12-31,2011,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,4954.0000,3364.0000,1590.0000,A
001161,2012-12-31,2012,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,4000.0000,3462.0000,538.0000,A
001161,2013-12-31,2013,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,4337.0000,3793.0000,544.0000,A
001161,2014-12-31,2014,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,3767.0000,3580.0000,187.0000,A
001161,2015-12-31,2015,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,3109.0000,3521.0000,-412.0000,A
001161,2016-12-31,2016,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,3321.0000,2905.0000,416.0000,A
001161,2017-12-31,2017,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,3540.0000,2929.0000,611.0000,A
001161,2018-12-31,2018,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,4556.0000,3290.0000,1266.0000,A
001161,2019-12-31,2019,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,6028.0000,3201.0000,2827.0000,A
001161,2020-12-31,2020,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,8962.0000,3125.0000,5837.0000,A
001161,2021-12-31,2021,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,12419.0000,4922.0000,7497.0000,A
001161,2022-12-31,2022,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,67580.0000,12830.0000,54750.0000,A
001161,2023-12-31,2023,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,67885.0000,11993.0000,55892.0000,A
001300,1990-12-31,1990,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,10456.0000,7076.0000,,A
001300,1991-12-31,1991,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,10382.0000,7399.0000,,A
001300,1992-12-31,1992,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,10756.0000,8505.0000,,A
001300,1993-12-31,1993,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,10829.0000,8439.0000,,A
001300,1994-12-31,1994,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,11321.0000,8339.0000,,A
001300,1995-12-31,1995,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,12465.0000,8873.0000,,A
001300,1996-12-31,1996,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,12829.0000,8649.0000,,A
001300,1997-12-31,1997,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,13707.0000,9321.0000,,A
001300,1998-12-31,1998,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,15560.0000,10263.0000,,A
001300,1999-12-31,1999,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,23527.0000,14928.0000,,A
001300,2000-12-31,2000,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,25175.0000,15468.0000,,A
001300,2001-12-31,2001,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,24226.0000,15056.0000,,A
001300,2002-12-31,2002,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,27559.0000,18634.0000,,A
001300,2003-12-31,2003,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,29344.0000,18615.0000,,A
001300,2004-12-31,2004,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,31062.0000,19810.0000,,A
001300,2005-12-31,2005,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,32294.0000,21040.0000,,A
001300,2006-12-31,2006,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,30941.0000,21221.0000,,A
001300,2007-12-31,2007,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,33805.0000,24583.0000,9222.0000,A
001300,2008-12-31,2008,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,35490.0000,28303.0000,7187.0000,A
001300,2009-12-31,2009,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,36004.0000,27050.0000,8954.0000,A
001300,2010-12-31,2010,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,37834.0000,27047.0000,10787.0000,A
001300,2011-12-31,2011,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,39808.0000,28906.0000,10902.0000,A
001300,2012-12-31,2012,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,41853.0000,28638.0000,13065.0000,A
001300,2013-12-31,2013,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,45435.0000,27689.0000,17579.0000,A
001300,2014-12-31,2014,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,45451.0000,27448.0000,17784.0000,A
001300,2015-12-31,2015,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,49316.0000,30608.0000,18418.0000,A
001300,2016-12-31,2016,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,54146.0000,34596.0000,19547.0000,A
001300,2017-12-31,2017,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,59387.0000,41943.0000,17439.0000,A
001300,2018-12-31,2018,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,57773.0000,39408.0000,18358.0000,A
001300,2019-12-31,2019,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,58679.0000,39966.0000,18706.0000,A
001300,2020-12-31,2020,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,64586.0000,46789.0000,17790.0000,A
001300,2021-12-31,2021,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,64470.0000,45221.0000,19242.0000,A
001300,2022-12-31,2022,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,62275.0000,44949.0000,17319.0000,A
001300,2023-12-31,2023,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,61525.0000,45084.0000,16434.0000,A
001327,1990-03-31,1989,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,59.3850,23.4790,35.9060,A
001327,1991-03-31,1990,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,57.0710,18.8380,38.2330,A
001327,1992-03-31,1991,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,53.2110,14.7550,38.4560,A
001327,1993-03-31,1992,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,53.7770,18.2120,35.5650,A
001327,1994-03-31,1993,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,44.4300,20.1690,24.2610,A
001327,1995-03-31,1994,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,50.1670,22.4930,27.6740,A
001327,1996-03-31,1995,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,75.4230,17.8900,57.5330,A
001327,1997-03-31,1996,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,65.2530,21.8670,43.3860,A
001327,1998-03-31,1997,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,76.9290,21.1070,55.8220,A
001327,1999-03-31,1998,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,106.6810,25.6670,81.0140,A
001327,2000-03-31,1999,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,259.1040,32.5500,226.5540,A
001327,2001-03-31,2000,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,337.0190,37.8410,299.1780,A
001327,2002-03-31,2001,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,316.1190,23.9570,292.1620,A
001327,2002-09-30,2002,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,1346.9120,331.9360,1014.9760,A
001327,2003-09-30,2003,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,1090.6680,417.4930,673.1750,A
001327,2004-09-30,2004,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,1168.8060,417.1830,751.6230,A
001327,2005-09-30,2005,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,1187.8430,395.2790,792.5640,A
001327,2006-09-30,2006,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,1090.4960,361.4030,729.0930,A
001327,2007-09-30,2007,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,1189.9080,403.5610,786.3470,A
001327,2008-09-30,2008,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,1236.0990,291.8830,944.2160,A
001327,2009-09-30,2009,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,1355.3260,250.1970,1105.1290,A
001327,2010-09-30,2010,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,1564.0520,247.4560,1316.5960,A
001327,2011-09-30,2011,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,1890.3890,281.2940,1609.0950,A
001327,2012-09-30,2012,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,2136.6460,231.1710,1905.4750,A
001327,2013-09-30,2013,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,2333.1000,232.0000,2101.1000,A
001327,2014-09-30,2014,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,2973.8000,441.4000,2532.4000,A
001327,2015-09-30,2015,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,3719.4000,560.2000,3159.2000,A
001327,2016-09-30,2016,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,3855.4000,314.0000,3541.4000,A
001327,2017-09-30,2017,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,4573.6000,507.9000,4065.7000,A
001327,2018-09-30,2018,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,4828.9000,731.9000,4097.0000,A
001327,2019-09-30,2019,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,4839.6000,717.3000,4122.3000,A
001327,2020-09-30,2020,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,5106.7000,942.5000,4164.2000,A
001327,2021-09-30,2021,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,8590.7000,3293.6000,5297.1000,A
001327,2022-09-30,2022,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,8873.8000,3404.8000,5469.0000,A
001327,2023-09-30,2023,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,8426.7000,2344.0000,6082.7000,A
001440,1990-12-31,1990,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,13989.0980,9142.1170,,A
001440,1991-12-31,1991,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,14125.2970,9230.4960,,A
001440,1992-12-31,1992,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,14276.7970,9265.3540,,A
001440,1993-12-31,1993,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,15341.3980,10420.3810,,A
001440,1994-12-31,1994,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,15712.6990,10659.5280,,A
001440,1995-12-31,1995,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,15902.2970,10899.1770,,A
001440,1996-12-31,1996,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,15885.5000,10739.9940,,A
001440,1997-12-31,1997,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,16615.3000,11763.7830,,A
001440,1998-12-31,1998,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,19483.2020,14467.8150,,A
001440,1999-12-31,1999,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,21488.0000,16318.0000,,A
001440,2000-12-31,2000,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,54548.0000,46333.0000,,A
001440,2001-12-31,2001,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,47281.0000,38146.0000,,A
001440,2002-12-31,2002,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,34741.0000,26773.0000,,A
001440,2003-12-31,2003,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,36744.0000,28809.0000,,A
001440,2004-12-31,2004,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,34663.0000,26087.0000,,A
001440,2005-12-31,2005,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,36172.0000,27023.0000,,A
001440,2006-12-31,2006,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,37987.0000,28514.0000,,A
001440,2007-12-31,2007,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,40366.0000,30226.0000,,A
001440,2008-12-31,2008,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,45155.0000,34401.0000,,A
001440,2009-12-31,2009,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,48348.0000,35147.0000,13201.0000,A
001440,2010-12-31,2010,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,50455.0000,36773.0000,13682.0000,A
001440,2011-12-31,2011,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,52223.0000,37558.0000,14665.0000,A
001440,2012-12-31,2012,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,54367.0000,39130.0000,15237.0000,A
001440,2013-12-31,2013,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,56414.0000,40328.0000,16086.0000,A
001440,2014-12-31,2014,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,59633.0000,42809.0000,16824.0000,A
001440,2015-12-31,2015,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,61683.1000,43778.2000,17904.9000,A
001440,2016-12-31,2016,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,63467.7000,46047.6000,17420.1000,A
001440,2017-12-31,2017,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,64729.1000,46403.6000,18325.5000,A
001440,2018-12-31,2018,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,68802.8000,49634.6000,19098.8000,A
001440,2019-12-31,2019,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,75892.3000,55870.5000,19956.1000,A
001440,2020-12-31,2020,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,80757.2000,59937.5000,20819.7000,A
001440,2021-12-31,2021,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,87668.7000,64945.2000,22723.5000,A
001440,2022-12-31,2022,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,93469.4000,69301.1000,24168.3000,A
001440,2023-12-31,2023,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,96684.0000,71355.6000,25328.4000,A
001602,1990-03-31,1989,INDL,C,D,STD,AMGN,AMGEN INC,USD,308.0520,119.9480,188.1040,A
001602,1991-03-31,1990,INDL,C,D,STD,AMGN,AMGEN INC,USD,514.0260,116.0110,398.0150,A
001602,1991-12-31,1991,INDL,C,D,STD,AMGN,AMGEN INC,USD,865.5310,334.3860,531.1450,A
001602,1992-12-31,1992,INDL,C,D,STD,AMGN,AMGEN INC,USD,1374.3300,440.5980,933.7320,A
001602,1993-12-31,1993,INDL,C,D,STD,AMGN,AMGEN INC,USD,1765.5230,593.5030,1172.0200,A
001602,1994-12-31,1994,INDL,C,D,STD,AMGN,AMGEN INC,USD,1994.1470,719.8370,1274.3100,A
001602,1995-12-31,1995,INDL,C,D,STD,AMGN,AMGEN INC,USD,2432.8000,761.0000,1671.8000,A
001602,1996-12-31,1996,INDL,C,D,STD,AMGN,AMGEN INC,USD,2765.6000,701.9000,2063.7000,A
001602,1997-12-31,1997,INDL,C,D,STD,AMGN,AMGEN INC,USD,3110.2000,970.9000,2139.3000,A
001602,1998-12-31,1998,INDL,C,D,STD,AMGN,AMGEN INC,USD,3672.2000,1110.0000,2562.2000,A
001602,1999-12-31,1999,INDL,C,D,STD,AMGN,AMGEN INC,USD,4077.6000,1054.1000,3023.5000,A
001602,2000-12-31,2000,INDL,C,D,STD,AMGN,AMGEN INC,USD,5399.6000,1085.1000,4314.5000,A
001602,2001-12-31,2001,INDL,C,D,STD,AMGN,AMGEN INC,USD,6443.1000,1225.9000,5217.2000,A
001602,2002-12-31,2002,INDL,C,D,STD,AMGN,AMGEN INC,USD,24456.3000,6170.3000,18286.0000,A
001602,2003-12-31,2003,INDL,C,D,STD,AMGN,AMGEN INC,USD,26176.5000,6787.4000,19389.1000,A
001602,2004-12-31,2004,INDL,C,D,STD,AMGN,AMGEN INC,USD,29221.0000,9516.0000,19705.0000,A
001602,2005-12-31,2005,INDL,C,D,STD,AMGN,AMGEN INC,USD,29297.0000,8846.0000,20451.0000,A
001602,2006-12-31,2006,INDL,C,D,STD,AMGN,AMGEN INC,USD,33788.0000,14824.0000,18964.0000,A
001602,2007-12-31,2007,INDL,C,D,STD,AMGN,AMGEN INC,USD,34639.0000,16770.0000,17869.0000,A
001602,2008-12-31,2008,INDL,C,D,STD,AMGN,AMGEN INC,USD,36443.0000,16057.0000,20386.0000,A
001602,2009-12-31,2009,INDL,C,D,STD,AMGN,AMGEN INC,USD,39629.0000,16962.0000,22667.0000,A
001602,2010-12-31,2010,INDL,C,D,STD,AMGN,AMGEN INC,USD,43486.0000,19542.0000,23944.0000,A
001602,2011-12-31,2011,INDL,C,D,STD,AMGN,AMGEN INC,USD,48871.0000,29842.0000,19029.0000,A
001602,2012-12-31,2012,INDL,C,D,STD,AMGN,AMGEN INC,USD,54298.0000,35238.0000,19060.0000,A
001602,2013-12-31,2013,INDL,C,D,STD,AMGN,AMGEN INC,USD,66125.0000,44029.0000,22096.0000,A
001602,2014-12-31,2014,INDL,C,D,STD,AMGN,AMGEN INC,USD,69009.0000,43231.0000,25778.0000,A
001602,2015-12-31,2015,INDL,C,D,STD,AMGN,AMGEN INC,USD,71576.0000,43493.0000,28083.0000,A
001602,2016-12-31,2016,INDL,C,D,STD,AMGN,AMGEN INC,USD,77626.0000,47751.0000,29875.0000,A
001602,2017-12-31,2017,INDL,C,D,STD,AMGN,AMGEN INC,USD,79954.0000,54713.0000,25241.0000,A
001602,2018-12-31,2018,INDL,C,D,STD,AMGN,AMGEN INC,USD,66416.0000,53916.0000,12500.0000,A
001602,2019-12-31,2019,INDL,C,D,STD,AMGN,AMGEN INC,USD,59707.0000,50034.0000,9673.0000,A
001602,2020-12-31,2020,INDL,C,D,STD,AMGN,AMGEN INC,USD,62948.0000,53539.0000,9409.0000,A
001602,2021-12-31,2021,INDL,C,D,STD,AMGN,AMGEN INC,USD,61165.0000,54465.0000,6700.0000,A
001602,2022-12-31,2022,INDL,C,D,STD,AMGN,AMGEN INC,USD,65121.0000,61460.0000,3661.0000,A
001602,2023-12-31,2023,INDL,C,D,STD,AMGN,AMGEN INC,USD,97154.0000,90922.0000,6232.0000,A
001632,1990-10-31,1990,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,487.1880,144.4640,,A
001632,1991-10-31,1991,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,503.3170,148.8720,,A
001632,1992-10-31,1992,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,561.8670,186.8500,,A
001632,1993-10-31,1993,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,678.4920,246.4740,,A
001632,1994-10-31,1994,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,815.8710,293.9560,,A
001632,1995-10-31,1995,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,1001.6480,345.6820,,A
001632,1996-10-31,1996,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,1515.6850,652.8500,,A
001632,1997-10-31,1997,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,1763.8530,675.7230,,A
001632,1998-10-31,1998,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,1861.7300,733.3410,,A
001632,1999-10-31,1999,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,2218.3540,602.3230,,A
001632,2000-10-31,2000,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,4411.3370,2107.6870,,A
001632,2001-10-31,2001,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,4884.8630,2041.8370,,A
001632,2002-10-31,2002,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,4980.1910,2080.1750,,A
001632,2003-10-31,2003,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,4092.8770,804.8030,,A
001632,2004-10-31,2004,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,4720.0830,920.5110,3799.5720,A
001632,2005-10-31,2005,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,4583.2110,891.7100,3691.5010,A
001632,2006-10-31,2006,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,3986.8510,550.8410,3435.7930,A
001632,2007-10-31,2007,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,2971.9490,633.8080,2338.1410,A
001632,2008-10-31,2008,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,3090.9920,670.7290,2420.2630,A
001632,2009-10-31,2009,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,3404.2940,875.1450,2529.1490,A
001632,2010-10-31,2010,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,4328.8310,1129.1140,3199.7170,A
001632,2011-10-31,2011,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,5277.6350,1482.2220,3795.4130,A
001632,2012-10-31,2012,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,5620.3470,1454.9880,4165.3590,A
001632,2013-10-31,2013,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,6381.7500,1642.1740,4739.5760,A
001632,2014-10-31,2014,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,6859.6900,2101.7930,4757.8970,A
001632,2015-10-31,2015,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,7062.1780,1989.2190,5072.9590,A
001632,2016-10-31,2016,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,7970.2780,2804.6600,5165.6180,A
001632,2017-10-31,2017,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,21141.2940,10979.7540,10161.5400,A
001632,2018-10-31,2018,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,20449.7790,9461.2390,10988.5400,A
001632,2019-10-31,2019,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,21392.6410,9683.4530,11709.1880,A
001632,2020-10-31,2020,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,21468.6030,9470.6580,11997.9450,A
001632,2021-10-31,2021,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,52322.0710,14329.5290,37992.5420,A
001632,2022-10-31,2022,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,50302.3500,13837.0270,36465.3230,A
001632,2023-10-31,2023,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,48794.4780,13229.3560,35565.1220,A
001690,1990-09-30,1990,INDL,C,D,STD,AAPL,APPLE INC,USD,2975.7070,1528.8870,,A
001690,1991-09-30,1991,INDL,C,D,STD,AAPL,APPLE INC,USD,3493.5970,1726.9210,,A
001690,1992-09-30,1992,INDL,C,D,STD,AAPL,APPLE INC,USD,4223.6930,2036.3230,,A
001690,1993-09-30,1993,INDL,C,D,STD,AAPL,APPLE INC,USD,5171.4120,3145.0340,,A
001690,1994-09-30,1994,INDL,C,D,STD,AAPL,APPLE INC,USD,5302.7460,2919.4450,,A
001690,1995-09-30,1995,INDL,C,D,STD,AAPL,APPLE INC,USD,6231.0000,3330.0000,,A
001690,1996-09-30,1996,INDL,C,D,STD,AAPL,APPLE INC,USD,5364.0000,3306.0000,,A
001690,1997-09-30,1997,INDL,C,D,STD,AAPL,APPLE INC,USD,4233.0000,3033.0000,,A
001690,1998-09-30,1998,INDL,C,D,STD,AAPL,APPLE INC,USD,4289.0000,2647.0000,,A
001690,1999-09-30,1999,INDL,C,D,STD,AAPL,APPLE INC,USD,5161.0000,2057.0000,,A
001690,2000-09-30,2000,INDL,C,D,STD,AAPL,APPLE INC,USD,6803.0000,2696.0000,,A
