gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,at,lt,teq,costat
007343,2002-08-31,2002,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,7555.4000,1188.8000,6366.6000,A
007343,2003-08-31,2003,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,7158.2000,2120.7000,5037.5000,A
007343,2004-08-31,2004,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,7760.0000,2145.2000,5614.8000,A
007343,2005-08-31,2005,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,8006.4000,2159.6000,5846.8000,A
007343,2006-08-31,2006,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,12221.0000,2539.0000,8114.0000,A
007343,2007-08-31,2007,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,14818.0000,4459.0000,7752.0000,A
007343,2008-08-31,2008,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,13430.0000,4387.0000,6178.0000,A
007343,2009-08-31,2009,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,11455.0000,4815.0000,4654.0000,A
007343,2010-08-31,2010,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,14693.0000,4877.0000,9816.0000,A
007343,2011-08-31,2011,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,14752.0000,4900.0000,9852.0000,A
007343,2012-08-31,2012,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,14328.0000,5911.0000,8417.0000,A
007343,2013-08-31,2013,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,19118.0000,9112.0000,10006.0000,A
007343,2014-08-31,2014,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,22498.0000,10868.0000,11630.0000,A
007343,2015-08-31,2015,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,24143.0000,10855.0000,13288.0000,A
007343,2016-08-31,2016,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,27540.0000,14612.0000,12928.0000,A
007343,2017-08-31,2017,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,35336.0000,15845.0000,19491.0000,A
007343,2018-08-31,2018,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,43376.0000,10112.0000,33167.0000,A
007343,2019-08-31,2019,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,48887.0000,12019.0000,36770.0000,A
007343,2020-08-31,2020,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,53678.0000,14682.0000,38996.0000,A
007343,2021-08-31,2021,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,58849.0000,14916.0000,43933.0000,A
007343,2022-08-31,2022,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,66283.0000,16376.0000,49907.0000,A
007343,2023-08-31,2023,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,64254.0000,20134.0000,44120.0000,A
007977,1990-12-31,1990,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,4762.2970,2934.7000,,A
007977,1991-12-31,1991,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,4750.9140,2873.5780,,A
007977,1992-12-31,1992,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,4977.7190,3080.1300,,A
007977,1993-12-31,1993,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,5587.7150,3519.7950,,A
007977,1994-12-31,1994,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,5953.5700,3816.1350,,A
007977,1995-12-31,1995,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,6228.5820,3960.7250,,A
007977,1996-12-31,1996,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,6636.8980,4260.5510,,A
007977,1997-12-31,1997,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,7144.0660,4571.9980,,A
007977,1998-12-31,1998,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,7396.2970,4809.7110,,A
007977,1999-12-31,1999,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,9767.7310,7104.8610,,A
007977,2000-12-31,2000,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,21768.8430,15824.4040,,A
007977,2001-12-31,2001,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,28735.0620,21780.5950,,A
007977,2002-12-31,2002,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,27257.8420,22452.7760,,A
007977,2003-12-31,2003,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,20205.3800,14933.6790,,A
007977,2004-12-31,2004,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,20304.8430,14993.7250,,A
007977,2005-12-31,2005,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,21648.3160,16144.5340,,A
007977,2006-12-31,2006,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,21958.3460,16034.9840,,A
007977,2007-12-31,2007,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,23184.7270,16778.7450,,A
007977,2008-12-31,2008,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,24958.4950,17889.7740,,A
007977,2009-12-31,2009,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,25488.4280,18100.2030,7388.2250,A
007977,2010-12-31,2010,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,27387.6900,19199.1910,8188.4990,A
007977,2011-12-31,2011,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,29497.2670,21015.0690,8482.1980,A
007977,2012-12-31,2012,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,31140.6860,22266.6090,8874.0770,A
007977,2013-12-31,2013,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,33907.4900,24341.5400,9565.9500,A
007977,2014-12-31,2014,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,36957.8840,26743.4020,10214.4820,A
007977,2015-12-31,2015,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,39053.5350,28452.6150,10600.9200,A
007977,2016-12-31,2016,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,41155.2770,30134.4280,11020.8490,A
007977,2017-12-31,2017,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,43030.0000,31575.0000,11455.0000,A
007977,2018-12-31,2018,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,45987.0000,33765.0000,12222.0000,A
007977,2019-12-31,2019,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,50448.0000,37209.0000,13239.0000,A
007977,2020-12-31,2020,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,53957.0000,39382.0000,14575.0000,A
007977,2021-12-31,2021,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,57851.0000,42239.0000,15612.0000,A
007977,2022-12-31,2022,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,61188.0000,44513.0000,16675.0000,A
007977,2023-12-31,2023,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,64079.0000,46463.0000,17616.0000,A
008253,1990-12-31,1990,INDL,C,D,STD,PCAR,PACCAR INC,USD,2906.2200,1887.0350,,A
008253,1991-12-31,1991,INDL,C,D,STD,PCAR,PACCAR INC,USD,2737.6030,1705.3450,,A
008253,1992-12-31,1992,INDL,C,D,STD,PCAR,PACCAR INC,USD,2809.3000,1770.9000,,A
008253,1993-12-31,1993,INDL,C,D,STD,PCAR,PACCAR INC,USD,3291.2000,2183.7000,,A
008253,1994-12-31,1994,INDL,C,D,STD,PCAR,PACCAR INC,USD,3928.2000,2720.8000,,A
008253,1995-12-31,1995,INDL,C,D,STD,PCAR,PACCAR INC,USD,4390.5000,3139.3000,,A
008253,1996-12-31,1996,INDL,C,D,STD,PCAR,PACCAR INC,USD,5298.8000,3940.8000,,A
008253,1997-12-31,1997,INDL,C,D,STD,PCAR,PACCAR INC,USD,5599.4000,4101.6000,,A
008253,1998-12-31,1998,INDL,C,D,STD,PCAR,PACCAR INC,USD,6794.8000,5030.6000,,A
008253,1999-12-31,1999,INDL,C,D,STD,PCAR,PACCAR INC,USD,7933.0000,5822.4000,,A
008253,2000-12-31,2000,INDL,C,D,STD,PCAR,PACCAR INC,USD,8270.9000,6021.8000,,A
008253,2001-12-31,2001,INDL,C,D,STD,PCAR,PACCAR INC,USD,7913.9000,5661.3000,,A
008253,2002-12-31,2002,INDL,C,D,STD,PCAR,PACCAR INC,USD,8702.5000,6101.8000,2600.7000,A
008253,2003-12-31,2003,INDL,C,D,STD,PCAR,PACCAR INC,USD,9939.6000,6693.2000,3246.4000,A
008253,2004-12-31,2004,INDL,C,D,STD,PCAR,PACCAR INC,USD,12228.0000,8465.6000,3762.4000,A
008253,2005-12-31,2005,INDL,C,D,STD,PCAR,PACCAR INC,USD,13715.4000,9814.3000,3901.1000,A
008253,2006-12-31,2006,INDL,C,D,STD,PCAR,PACCAR INC,USD,16107.4000,11651.2000,4456.2000,A
008253,2007-12-31,2007,INDL,C,D,STD,PCAR,PACCAR INC,USD,17228.2000,12215.1000,5013.1000,A
008253,2008-12-31,2008,INDL,C,D,STD,PCAR,PACCAR INC,USD,16249.8000,11403.1000,4846.7000,A
008253,2009-12-31,2009,INDL,C,D,STD,PCAR,PACCAR INC,USD,14569.0000,9465.3000,5103.7000,A
008253,2010-12-31,2010,INDL,C,D,STD,PCAR,PACCAR INC,USD,14234.1000,8876.3000,5357.8000,A
008253,2011-12-31,2011,INDL,C,D,STD,PCAR,PACCAR INC,USD,17172.7000,11808.3000,5364.4000,A
008253,2012-12-31,2012,INDL,C,D,STD,PCAR,PACCAR INC,USD,18627.8000,12780.9000,5846.9000,A
008253,2013-12-31,2013,INDL,C,D,STD,PCAR,PACCAR INC,USD,20725.5000,14091.2000,6634.3000,A
008253,2014-12-31,2014,INDL,C,D,STD,PCAR,PACCAR INC,USD,20618.8000,13865.6000,6753.2000,A
008253,2015-12-31,2015,INDL,C,D,STD,PCAR,PACCAR INC,USD,21109.8000,14169.4000,6940.4000,A
008253,2016-12-31,2016,INDL,C,D,STD,PCAR,PACCAR INC,USD,20638.9000,13861.3000,6777.6000,A
008253,2017-12-31,2017,INDL,C,D,STD,PCAR,PACCAR INC,USD,23440.2000,15389.7000,8050.5000,A
008253,2018-12-31,2018,INDL,C,D,STD,PCAR,PACCAR INC,USD,25482.4000,16889.5000,8592.9000,A
008253,2019-12-31,2019,INDL,C,D,STD,PCAR,PACCAR INC,USD,28361.1000,18655.0000,9706.1000,A
008253,2020-12-31,2020,INDL,C,D,STD,PCAR,PACCAR INC,USD,28260.0000,17870.0000,10390.0000,A
008253,2021-12-31,2021,INDL,C,D,STD,PCAR,PACCAR INC,USD,29301.7000,17864.3000,11437.4000,A
008253,2022-12-31,2022,INDL,C,D,STD,PCAR,PACCAR INC,USD,33275.5000,20108.4000,13167.1000,A
008253,2023-12-31,2023,INDL,C,D,STD,PCAR,PACCAR INC,USD,40823.4000,24944.6000,15878.8000,A
008402,1990-05-31,1989,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,62.1090,14.9490,,A
008402,1991-05-31,1990,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,70.4130,15.9220,,A
008402,1992-05-31,1991,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,86.2420,18.8370,,A
008402,1993-05-31,1992,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,106.9200,21.7310,,A
008402,1994-05-31,1993,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,129.7890,21.2810,,A
008402,1995-05-31,1994,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,168.4370,28.5050,,A
008402,1996-05-31,1995,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,220.2080,29.3980,,A
008402,1997-05-31,1996,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,1201.3230,949.7810,,A
008402,1998-05-31,1997,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,1549.7870,1220.1800,,A
008402,1999-05-31,1998,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,1873.1010,1437.3010,,A
008402,2000-05-31,1999,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,2455.5770,1892.1450,,A
008402,2001-05-31,2000,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,2907.1960,2149.3540,,A
008402,2002-05-31,2001,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,2953.0750,2029.0940,923.9810,A
008402,2003-05-31,2002,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,3690.7830,2613.4120,1077.3710,A
008402,2004-05-31,2003,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,3950.2030,2750.2300,1199.9730,A
008402,2005-05-31,2004,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,4379.1160,2993.4410,1385.6750,A
008402,2006-05-31,2005,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,5549.3020,3894.4590,1654.8430,A
008402,2007-05-31,2006,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,6246.5190,4294.2710,1952.2480,A
008402,2008-05-31,2007,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,5309.7910,4113.1490,1196.6420,A
008402,2009-05-31,2008,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,5127.4150,3785.9370,1341.4780,A
008402,2010-05-31,2009,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,5226.2990,3824.3200,1401.9790,A
008402,2011-05-31,2010,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,5393.8000,3897.6000,1496.2000,A
008402,2012-05-31,2011,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,6479.6000,4875.1000,1604.5000,A
008402,2013-05-31,2012,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,6163.7000,4390.0000,1773.7000,A
008402,2014-05-31,2013,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,6370.1000,4593.1000,1777.0000,A
008402,2015-05-31,2014,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,6482.5000,4697.0000,1785.5000,A
008402,2016-05-31,2015,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,6440.8000,4529.1000,1911.7000,A
008402,2017-05-31,2016,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,6833.7000,4878.4000,1955.3000,A
008402,2018-05-31,2017,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,7463.7000,5439.2000,2024.5000,A
008402,2019-05-31,2018,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,8676.0000,6056.5000,2619.5000,A
008402,2020-05-31,2019,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,8550.7000,5769.3000,2781.4000,A
008402,2021-05-31,2020,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,9227.2000,6279.2000,2948.0000,A
008402,2022-05-31,2021,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,9635.2000,6550.0000,3085.2000,A
008402,2023-05-31,2022,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,10546.4000,7053.2000,3493.2000,A
008479,1990-12-31,1990,INDL,C,D,STD,PEP,PEPSICO INC,USD,17143.4000,12239.2000,,A
008479,1991-12-31,1991,INDL,C,D,STD,PEP,PEPSICO INC,USD,18775.1000,13229.7000,,A
008479,1992-12-31,1992,INDL,C,D,STD,PEP,PEPSICO INC,USD,20951.2000,15595.5000,,A
008479,1993-12-31,1993,INDL,C,D,STD,PEP,PEPSICO INC,USD,23705.8000,17367.1000,,A
008479,1994-12-31,1994,INDL,C,D,STD,PEP,PEPSICO INC,USD,24792.0000,17935.9000,,A
008479,1995-12-31,1995,INDL,C,D,STD,PEP,PEPSICO INC,USD,25432.0000,18119.0000,,A
008479,1996-12-31,1996,INDL,C,D,STD,PEP,PEPSICO INC,USD,24512.0000,17889.0000,,A
008479,1997-12-31,1997,INDL,C,D,STD,PEP,PEPSICO INC,USD,20101.0000,13165.0000,,A
008479,1998-12-31,1998,INDL,C,D,STD,PEP,PEPSICO INC,USD,22660.0000,16259.0000,,A
008479,1999-12-31,1999,INDL,C,D,STD,PEP,PEPSICO INC,USD,17551.0000,10670.0000,,A
008479,2000-12-31,2000,INDL,C,D,STD,PEP,PEPSICO INC,USD,18339.0000,11090.0000,,A
008479,2001-12-31,2001,INDL,C,D,STD,PEP,PEPSICO INC,USD,21695.0000,13021.0000,,A
008479,2002-12-31,2002,INDL,C,D,STD,PEP,PEPSICO INC,USD,23474.0000,14183.0000,9291.0000,A
008479,2003-12-31,2003,INDL,C,D,STD,PEP,PEPSICO INC,USD,25327.0000,13453.0000,11874.0000,A
008479,2004-12-31,2004,INDL,C,D,STD,PEP,PEPSICO INC,USD,27987.0000,14464.0000,13523.0000,A
008479,2005-12-31,2005,INDL,C,D,STD,PEP,PEPSICO INC,USD,31727.0000,17476.0000,14251.0000,A
008479,2006-12-31,2006,INDL,C,D,STD,PEP,PEPSICO INC,USD,29930.0000,14562.0000,15368.0000,A
008479,2007-12-31,2007,INDL,C,D,STD,PEP,PEPSICO INC,USD,34628.0000,17394.0000,17234.0000,A
008479,2008-12-31,2008,INDL,C,D,STD,PEP,PEPSICO INC,USD,35994.0000,23888.0000,12106.0000,A
008479,2009-12-31,2009,INDL,C,D,STD,PEP,PEPSICO INC,USD,39848.0000,22406.0000,17442.0000,A
008479,2010-12-31,2010,INDL,C,D,STD,PEP,PEPSICO INC,USD,68153.0000,46677.0000,21476.0000,A
008479,2011-12-31,2011,INDL,C,D,STD,PEP,PEPSICO INC,USD,72882.0000,51983.0000,20899.0000,A
008479,2012-12-31,2012,INDL,C,D,STD,PEP,PEPSICO INC,USD,74638.0000,52239.0000,22399.0000,A
008479,2013-12-31,2013,INDL,C,D,STD,PEP,PEPSICO INC,USD,77478.0000,53089.0000,24389.0000,A
008479,2014-12-31,2014,INDL,C,D,STD,PEP,PEPSICO INC,USD,70509.0000,52961.0000,17548.0000,A
008479,2015-12-31,2015,INDL,C,D,STD,PEP,PEPSICO INC,USD,69667.0000,57637.0000,12030.0000,A
008479,2016-12-31,2016,INDL,C,D,STD,PEP,PEPSICO INC,USD,74129.0000,62930.0000,11199.0000,A
008479,2017-12-31,2017,INDL,C,D,STD,PEP,PEPSICO INC,USD,79804.0000,68823.0000,10981.0000,A
008479,2018-12-31,2018,INDL,C,D,STD,PEP,PEPSICO INC,USD,77648.0000,63046.0000,14602.0000,A
008479,2019-12-31,2019,INDL,C,D,STD,PEP,PEPSICO INC,USD,78547.0000,63679.0000,14868.0000,A
008479,2020-12-31,2020,INDL,C,D,STD,PEP,PEPSICO INC,USD,92918.0000,79366.0000,13552.0000,A
008479,2021-12-31,2021,INDL,C,D,STD,PEP,PEPSICO INC,USD,92377.0000,76226.0000,16151.0000,A
008479,2022-12-31,2022,INDL,C,D,STD,PEP,PEPSICO INC,USD,92187.0000,74914.0000,17273.0000,A
008479,2023-12-31,2023,INDL,C,D,STD,PEP,PEPSICO INC,USD,100495.0000,81858.0000,18637.0000,A
008539,1990-12-31,1990,INDL,C,D,STD,EXC,EXELON CORP,USD,12565.8980,8188.0220,,A
008539,1991-12-31,1991,INDL,C,D,STD,EXC,EXELON CORP,USD,12538.2970,7907.9950,,A
008539,1992-12-31,1992,INDL,C,D,STD,EXC,EXELON CORP,USD,12505.1990,7855.3330,,A
008539,1993-12-31,1993,INDL,C,D,STD,EXC,EXELON CORP,USD,14983.5980,10128.0420,,A
008539,1994-12-31,1994,INDL,C,D,STD,EXC,EXELON CORP,USD,15077.2970,10404.5940,,A
008539,1995-12-31,1995,INDL,C,D,STD,EXC,EXELON CORP,USD,14960.5980,10137.2010,,A
008539,1996-12-31,1996,INDL,C,D,STD,EXC,EXELON CORP,USD,15260.5980,10322.5680,,A
008539,1997-12-31,1997,INDL,C,D,STD,EXC,EXELON CORP,USD,12356.5980,9399.6620,,A
008539,1998-12-31,1998,INDL,C,D,STD,EXC,EXELON CORP,USD,12048.3630,8760.8490,,A
008539,1999-12-31,1999,INDL,C,D,STD,EXC,EXELON CORP,USD,13119.5090,11153.4200,,A
008539,2000-12-31,2000,INDL,C,D,STD,EXC,EXELON CORP,USD,34597.0000,27208.0000,,A
008539,2001-12-31,2001,INDL,C,D,STD,EXC,EXELON CORP,USD,34778.0000,26520.0000,,A
008539,2002-12-31,2002,INDL,C,D,STD,EXC,EXELON CORP,USD,37478.0000,29522.0000,,A
008539,2003-12-31,2003,INDL,C,D,STD,EXC,EXELON CORP,USD,41941.0000,33351.0000,,A
008539,2004-12-31,2004,INDL,C,D,STD,EXC,EXELON CORP,USD,42770.0000,33218.0000,,A
008539,2005-12-31,2005,INDL,C,D,STD,EXC,EXELON CORP,USD,42389.0000,33176.0000,,A
008539,2006-12-31,2006,INDL,C,D,STD,EXC,EXELON CORP,USD,44319.0000,34259.0000,,A
008539,2007-12-31,2007,INDL,C,D,STD,EXC,EXELON CORP,USD,45894.0000,35670.0000,,A
008539,2008-12-31,2008,INDL,C,D,STD,EXC,EXELON CORP,USD,47817.0000,36683.0000,,A
008539,2009-12-31,2009,INDL,C,D,STD,EXC,EXELON CORP,USD,49180.0000,36453.0000,12727.0000,A
008539,2010-12-31,2010,INDL,C,D,STD,EXC,EXELON CORP,USD,52240.0000,38590.0000,13650.0000,A
008539,2011-12-31,2011,INDL,C,D,STD,EXC,EXELON CORP,USD,55092.0000,40617.0000,14475.0000,A
008539,2012-12-31,2012,INDL,C,D,STD,EXC,EXELON CORP,USD,78554.0000,56737.0000,21817.0000,A
008539,2013-12-31,2013,INDL,C,D,STD,EXC,EXELON CORP,USD,79924.0000,56984.0000,22940.0000,A
008539,2014-12-31,2014,INDL,C,D,STD,EXC,EXELON CORP,USD,86814.0000,62681.0000,24133.0000,A
008539,2015-12-31,2015,INDL,C,D,STD,EXC,EXELON CORP,USD,95384.0000,68062.0000,27294.0000,A
008539,2016-12-31,2016,INDL,C,D,STD,EXC,EXELON CORP,USD,114904.0000,87292.0000,27612.0000,A
008539,2017-12-31,2017,INDL,C,D,STD,EXC,EXELON CORP,USD,116700.0000,84568.0000,32132.0000,A
008539,2018-12-31,2018,INDL,C,D,STD,EXC,EXELON CORP,USD,119666.0000,86596.0000,33070.0000,A
008539,2019-12-31,2019,INDL,C,D,STD,EXC,EXELON CORP,USD,124977.0000,90404.0000,34573.0000,A
008539,2020-12-31,2020,INDL,C,D,STD,EXC,EXELON CORP,USD,129317.0000,94449.0000,34868.0000,A
008539,2021-12-31,2021,INDL,C,D,STD,EXC,EXELON CORP,USD,133013.0000,98218.0000,34795.0000,A
008539,2022-12-31,2022,INDL,C,D,STD,EXC,EXELON CORP,USD,95349.0000,70605.0000,24744.0000,A
008539,2023-12-31,2023,INDL,C,D,STD,EXC,EXELON CORP,USD,101546.0000,75791.0000,25755.0000,A
009248,1990-01-31,1989,INDL,C,D,STD,ROST,ROSS STORES INC,USD,249.7660,145.9980,,A
009248,1991-01-31,1990,INDL,C,D,STD,ROST,ROSS STORES INC,USD,309.5430,186.4790,,A
009248,1992-01-31,1991,INDL,C,D,STD,ROST,ROSS STORES INC,USD,357.6900,195.1070,,A
009248,1993-01-31,1992,INDL,C,D,STD,ROST,ROSS STORES INC,USD,419.8700,210.2750,,A
009248,1994-01-31,1993,INDL,C,D,STD,ROST,ROSS STORES INC,USD,437.3710,209.1490,,A
009248,1995-01-31,1994,INDL,C,D,STD,ROST,ROSS STORES INC,USD,506.2410,251.6900,,A
009248,1996-01-31,1995,INDL,C,D,STD,ROST,ROSS STORES INC,USD,541.1520,249.6360,,A
009248,1997-01-31,1996,INDL,C,D,STD,ROST,ROSS STORES INC,USD,659.4780,330.6350,,A
009248,1998-01-31,1997,INDL,C,D,STD,ROST,ROSS STORES INC,USD,737.9530,357.2720,,A
009248,1999-01-31,1998,INDL,C,D,STD,ROST,ROSS STORES INC,USD,870.3060,445.6030,,A
009248,2000-01-31,1999,INDL,C,D,STD,ROST,ROSS STORES INC,USD,947.6780,474.2470,,A
009248,2001-01-31,2000,INDL,C,D,STD,ROST,ROSS STORES INC,USD,975.0470,507.5000,,A
009248,2002-01-31,2001,INDL,C,D,STD,ROST,ROSS STORES INC,USD,1082.7250,538.2700,,A
009248,2003-01-31,2002,INDL,C,D,STD,ROST,ROSS STORES INC,USD,1361.3450,718.1570,643.1880,A
009248,2004-01-31,2003,INDL,C,D,STD,ROST,ROSS STORES INC,USD,1657.2100,901.7910,755.4190,A
009248,2005-01-31,2004,INDL,C,D,STD,ROST,ROSS STORES INC,USD,1735.9990,970.4300,765.5690,A
009248,2006-01-31,2005,INDL,C,D,STD,ROST,ROSS STORES INC,USD,1938.7380,1102.5660,,A
009248,2007-01-31,2006,INDL,C,D,STD,ROST,ROSS STORES INC,USD,2358.5910,1448.7610,909.8300,A
009248,2008-01-31,2007,INDL,C,D,STD,ROST,ROSS STORES INC,USD,2371.3220,1400.6730,970.6490,A
009248,2009-01-31,2008,INDL,C,D,STD,ROST,ROSS STORES INC,USD,2355.5110,1359.1420,996.3690,A
009248,2010-01-31,2009,INDL,C,D,STD,ROST,ROSS STORES INC,USD,2768.6330,1611.3400,1157.2930,A
009248,2011-01-31,2010,INDL,C,D,STD,ROST,ROSS STORES INC,USD,3116.2040,1783.5120,1332.6920,A
009248,2012-01-31,2011,INDL,C,D,STD,ROST,ROSS STORES INC,USD,3301.2090,1808.1970,1493.0120,A
009248,2013-01-31,2012,INDL,C,D,STD,ROST,ROSS STORES INC,USD,3670.5610,1903.6980,1766.8630,A
009248,2014-01-31,2013,INDL,C,D,STD,ROST,ROSS STORES INC,USD,3896.7970,1889.4950,2007.3020,A
009248,2015-01-31,2014,INDL,C,D,STD,ROST,ROSS STORES INC,USD,4703.1340,2423.9240,2279.2100,A
009248,2016-01-31,2015,INDL,C,D,STD,ROST,ROSS STORES INC,USD,4869.1190,2397.1280,2471.9910,A
009248,2017-01-31,2016,INDL,C,D,STD,ROST,ROSS STORES INC,USD,5309.3510,2561.3340,2748.0170,A
009248,2018-01-31,2017,INDL,C,D,STD,ROST,ROSS STORES INC,USD,5722.0510,2672.7430,3049.3080,A
009248,2019-01-31,2018,INDL,C,D,STD,ROST,ROSS STORES INC,USD,6073.6910,2767.9450,3305.7460,A
009248,2020-01-31,2019,INDL,C,D,STD,ROST,ROSS STORES INC,USD,9348.3670,5989.1180,3359.2490,A
009248,2021-01-31,2020,INDL,C,D,STD,ROST,ROSS STORES INC,USD,12717.8670,9427.2270,3290.6400,A
009248,2022-01-31,2021,INDL,C,D,STD,ROST,ROSS STORES INC,USD,13640.2560,9580.2060,4060.0500,A
009248,2023-01-31,2022,INDL,C,D,STD,ROST,ROSS STORES INC,USD,13416.4630,9127.8800,4288.5830,A
010499,1990-12-31,1990,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,5048.0000,2690.0000,,A
010499,1991-12-31,1991,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,5009.0000,3054.0000,,A
010499,1992-12-31,1992,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,5185.0000,3238.0000,,A
010499,1993-12-31,1993,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,5993.0000,3678.0000,,A
010499,1994-12-31,1994,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,6989.0000,3950.0000,,A
010499,1995-12-31,1995,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,9215.0000,5120.0000,,A
010499,1996-12-31,1996,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,9360.0000,5263.0000,,A
010499,1997-12-31,1997,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,10849.0000,4935.0000,,A
010499,1998-12-31,1998,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,11250.0000,4723.0000,,A
